timestamp,x,y,z,vz,roll,pitch,yaw,yaw_rate,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,cov_trace
1755086194.4297948,0.0,0.0,-1.1460204198549118,-1.9126278570107936e-06,0.0009329648729949902,-0.00019413250477695598,1.0203588067859624,8.695929408015749e-05,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,1.6932117093086303
1755086194.4569397,0.0,0.0,-1.196046306702153,-0.008087595532329878,0.0009598009173443778,-0.00019971656335160404,1.3666902480256375,0.006106558324442744,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,1.2863694742353058
1755086194.477033,0.0,0.0,-1.2139102806267417,-0.014928607241642328,0.0009692342441405266,-0.00020167945494353745,1.541384295020995,0.00920236793986308,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,1.0887441291122246
1755086194.4971218,0.0,0.0,-1.22328993978063,-0.021321173208284916,0.00097410199125747,-0.00020269233829495192,1.6474393422471412,0.010949207954420781,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,0.9706172265030616
1755086194.518359,0.0,0.0,-1.2292796880127688,-0.02747983934387438,0.0009770106656068478,-0.00020329757675741078,1.7192932395850473,0.012003433296795913,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,0.8902843429273546
1755086194.5402207,0.0,0.0,-1.233605679152722,-0.03332109388522453,0.000978831400059832,-0.00020367643611907127,1.771568294746003,0.01261452950945111,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,0.8296728436377098
1755086194.5602992,0.0,0.0,-1.236920890228978,-0.03857216462088314,0.000979958825952032,-0.00020391103147598955,1.8112934934804583,0.012862093536601388,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,0.7797821274746238
1755086194.5803742,0.0,0.0,-1.2396363637747823,-0.0431729433744481,0.0009806748873693039,-0.00020406002990069894,1.8426271792733848,0.012864340400829597,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,0.7365212208301959
1755086194.600559,0.0,0.0,-1.2419472774609264,-0.047064437199204,0.000981135085928564,-0.00020415578825083713,1.8680498236204448,0.01269523691525884,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,0.6971464305828535
1755086194.620631,0.0,0.0,-1.2439478483256214,-0.050198279605655594,0.0009814313590541524,-0.00020421743691256822,1.8891131034857427,0.01240128080550993,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,0.6600831453627038
1755086194.6407034,0.0,0.0,-1.245701670983829,-0.05255886858327086,0.0009816226139385265,-0.00020425723332540002,1.9068623700002334,0.012017270640434709,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,0.6245742166792441
1755086194.6611295,0.0,0.0,-1.247260099223803,-0.054156824443025164,0.0009817467102881672,-0.0002042830553561359,1.9220426017598635,0.011570461106089728,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,0.5902689996538559
1755086194.6833706,0.0,0.0,-1.2487131749728708,-0.054995026545015535,0.0009818285223435197,-0.0002043000788494176,1.9352619814081882,0.011084238765697673,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,0.5569966292293734
1755086194.7061837,0.0,0.0,-1.2500020328351515,-0.055111188344322604,0.0009818814473931958,-0.0002043110915201929,1.9468599718924482,0.010569824776688976,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,0.5243380283534351
1755086194.7263546,0.0,0.0,-1.250982480374782,-0.05466857874049724,0.0009819141687983368,-0.0002043179002062523,1.9569496738154832,0.01003329434900932,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,0.4924239087239341
1755086194.7469356,0.0,0.0,-1.2518337626692042,-0.05375597709771829,0.00098193502230437,-0.00020432223941391214,1.965823608214853,0.009486943128538535,-0.03262806,-0.20372427,-9.82601973,0.003658,-0.001465,0.004876,0.46252593090187677
