timestamp,x,y,theta,vx,vy,bias_accel_x,bias_accel_y,bias_angular_velocity,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,cov_trace
1756220048.235567,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.256375,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.2764332,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.296452,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.3167775,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.336884,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.3568938,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.3780015,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.397983,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.4190123,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.440045,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.4610739,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.4821036,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.503128,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.5241475,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.5451648,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.5661826,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.5871935,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
1756220048.6082416,0.0,0.0,0.0,0.0,0.0,-0.10700895149999999,-0.17729868060000004,0.00451763,-0.10343664,-0.17303859,-9.82676529,0.003112,0.00072,0.002979,3.13
