timestamp,x,y,z,vz,roll,pitch,yaw,yaw_rate,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,cov_trace
1754999183.447249,0.0,0.0,3.7459158489664235,9.377506838888654e-06,0.0013268237087107337,-0.00010784069963287735,1.014286075196451,-0.0003144578881044591,-0.05988024,-0.1790325,-9.820928340000002,0.002327,-0.000253,0.003773,1.6932119476508039
1754999183.4673433,0.0,0.0,3.9091916719510467,0.019600649215412103,0.0013635431934466702,-0.00011082514186799841,1.3569346260452209,0.00401600532480292,-0.05988024,-0.1790325,-9.820928340000002,0.002327,-0.000253,0.003773,1.2854039835808262
1754999183.487438,0.0,0.0,3.96744783585858,0.039637348121956184,0.0013770532958625736,-0.00011192319967268105,1.530391361983857,0.006894555027590991,-0.05988024,-0.1790325,-9.820928340000002,0.002327,-0.000253,0.003773,1.0885551578432222
1754999183.508036,0.0,0.0,3.9980165920202464,0.05970916212758076,0.0013841595008532437,-0.00011250076921154317,1.6359824057433592,0.008759160102212029,-0.05988024,-0.1790325,-9.820928340000002,0.002327,-0.000253,0.003773,0.9710379621623421
1754999183.5285914,0.0,0.0,4.017420519753972,0.07924155308802089,0.001388373311311586,-0.0001128432541990243,1.7074814009111474,0.00993983098342496,-0.05988024,-0.1790325,-9.820928340000002,0.002327,-0.000253,0.003773,0.8910129544830119
1754999183.5496778,0.0,0.0,4.031356932406932,0.0979274611848428,0.001391010163491302,-0.00011305756907731279,1.7594641065010412,0.010669954166410981,-0.05988024,-0.1790325,-9.820928340000002,0.002327,-0.000253,0.003773,0.8308724038382849
1754999183.5699885,0.0,0.0,4.0421162379991715,0.1150813515755118,0.0013926676734961063,-0.00011319228616724075,1.7990595055527638,0.011050882211909618,-0.05988024,-0.1790325,-9.820928340000002,0.002327,-0.000253,0.003773,0.781632412646101
1754999183.5927453,0.0,0.0,4.0512506773779915,0.13068872544536758,0.0013937538276809214,-0.00011328056529080754,1.8305778417547032,0.011222430208359445,-0.05988024,-0.1790325,-9.820928340000002,0.002327,-0.000253,0.003773,0.7387786154314547
1754999183.6137457,0.0,0.0,4.058863996530755,0.1439929227776141,0.0013944353393253728,-0.00011333595636786598,1.856148880150533,0.011194833788696934,-0.05988024,-0.1790325,-9.820928340000002,0.002327,-0.000253,0.003773,0.6987725949858206
1754999183.636113,0.0,0.0,4.06568382946016,0.15481651995781343,0.0013948744817371406,-0.0001133716484522651,1.877457921262156,0.011030611116723607,-0.05988024,-0.1790325,-9.820928340000002,0.002327,-0.000253,0.003773,0.660845433760671
