timestamp,x,y,z,vz,roll,pitch,yaw,yaw_rate,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,cov_trace
1755002686.8041692,0.0,0.0,-1.9364595887205907,-3.2318154975210336e-06,-0.00011618457068118815,-0.0003330550831632806,1.0256717054551707,4.953505285388934e-05,-0.07394778,-0.17842428,-9.81808344,0.003663,-0.000131,0.004478,1.6932117093086303
1755002686.8242505,0.0,0.0,-2.020865167043704,-0.01012432626992936,-0.00011939189856535748,-0.0003422492125424448,1.3721702442908672,0.004551842120653827,-0.07394778,-0.17842428,-9.81808344,0.003663,-0.000131,0.004478,1.2854018669243559
1755002686.8453164,0.0,0.0,-2.051005455455751,-0.02080536385806231,-0.00012058063436892752,-0.00034565684353982107,1.547771152312265,0.00764281098406919,-0.07394778,-0.17842428,-9.81808344,0.003663,-0.000131,0.004478,1.088681082969598
1755002686.8654084,0.0,0.0,-2.0668007877220265,-0.031211902155964533,-0.00012119684162303912,-0.00034742326368109033,1.6545183020922867,0.009556312702955504,-0.07394778,-0.17842428,-9.81808344,0.003663,-0.000131,0.004478,0.9709479468656398
1755002686.8854964,0.0,0.0,-2.0768147911848627,-0.04123640012096341,-0.00012156117760264706,-0.000348467669425645,1.7267360453280922,0.010741342184317836,-0.07394778,-0.17842428,-9.81808344,0.003663,-0.000131,0.004478,0.8908717900711591
1755002686.9079022,0.0,0.0,-2.084087345782337,-0.05103280461989429,-0.00012179391038991128,-0.00034913482136156304,1.7794320274283377,0.011522469104735469,-0.07394778,-0.17842428,-9.81808344,0.003663,-0.000131,0.004478,0.830885697991327
1755002686.9309673,0.0,0.0,-2.0898234080902127,-0.06024248249569081,-0.00012194249914498911,-0.00034956076595715757,1.8198324266914438,0.011991729717012796,-0.07394778,-0.17842428,-9.81808344,0.003663,-0.000131,0.004478,0.7813395789570782
1755002686.951923,0.0,0.0,-2.0944471009865047,-0.06834372367198971,-0.00012203427609192019,-0.00034982385378912184,1.8516874960125085,0.012169023654168613,-0.07394778,-0.17842428,-9.81808344,0.003663,-0.000131,0.004478,0.7373303833923442
1755002686.972246,0.0,0.0,-2.098338437107642,-0.075178089516026,-0.00012209179433808615,-0.0003499887356115394,1.8774709382402959,0.01212837153339417,-0.07394778,-0.17842428,-9.81808344,0.003663,-0.000131,0.004478,0.6970553877071094
1755002686.994042,0.0,0.0,-2.1018222015382038,-0.08071087139109084,-0.00012212904456188056,-0.000350095517111626,1.8989230741731076,0.011945353285251738,-0.07394778,-0.17842428,-9.81808344,0.003663,-0.000131,0.004478,0.6591901517291678
1755002687.0164773,0.0,0.0,-2.104934543806102,-0.08485998250024807,-0.00012215304883200773,-0.00035016432775680784,1.9170883203683289,0.011656251864622082,-0.07394778,-0.17842428,-9.81808344,0.003663,-0.000131,0.004478,0.6224361876057796
1755002687.038606,0.0,0.0,-2.1076477602362513,-0.08761602209343022,-0.00012216827177180534,-0.00035020796583751235,1.9326275765481942,0.011282761023653007,-0.07394778,-0.17842428,-9.81808344,0.003663,-0.000131,0.004478,0.5864346405731906
