timestamp,x,y,theta,vx,vy,bias_accel_x,bias_accel_y,bias_angular_velocity,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,cov_trace
1756297480.6872385,0.0,0.0,0.0,0.0,0.0,-0.08194958890909092,-0.154931292,0.004417466666666666,-0.07813665,-0.15507648,-9.827363700000001,0.001642,-0.000704,0.00491,3.13
1756297480.7079859,0.0,0.0,0.0,0.0,0.0,-0.08194958890909092,-0.154931292,0.004417466666666666,-0.07813665,-0.15507648,-9.827363700000001,0.001642,-0.000704,0.00491,3.13
1756297480.7280104,0.0,0.0,0.0,0.0,0.0,-0.08194958890909092,-0.154931292,0.004417466666666666,-0.07813665,-0.15507648,-9.827363700000001,0.001642,-0.000704,0.00491,3.13
1756297480.7490745,0.0,0.0,0.0,0.0,0.0,-0.08194958890909092,-0.154931292,0.004417466666666666,-0.07813665,-0.15507648,-9.827363700000001,0.001642,-0.000704,0.00491,3.13
1756297480.7702246,0.0,0.0,0.0,0.0,0.0,-0.08194958890909092,-0.154931292,0.004417466666666666,-0.07813665,-0.15507648,-9.827363700000001,0.001642,-0.000704,0.00491,3.13
1756297480.790244,0.0,0.0,0.0,0.0,0.0,-0.08194958890909092,-0.154931292,0.004417466666666666,-0.07813665,-0.15507648,-9.827363700000001,0.001642,-0.000704,0.00491,3.13
1756297480.811306,0.0,0.0,0.0,0.0,0.0,-0.08194958890909092,-0.154931292,0.004417466666666666,-0.07813665,-0.15507648,-9.827363700000001,0.001642,-0.000704,0.00491,3.13
1756297480.8323886,0.0,0.0,0.0,0.0,0.0,-0.08194958890909092,-0.154931292,0.004417466666666666,-0.07813665,-0.15507648,-9.827363700000001,0.001642,-0.000704,0.00491,3.13
1756297480.8523953,0.0,0.0,0.0,0.0,0.0,-0.08194958890909092,-0.154931292,0.004417466666666666,-0.07813665,-0.15507648,-9.827363700000001,0.001642,-0.000704,0.00491,3.13
1756297480.8724256,0.0,0.0,0.0,0.0,0.0,-0.08194958890909092,-0.154931292,0.004417466666666666,-0.07813665,-0.15507648,-9.827363700000001,0.001642,-0.000704,0.00491,3.13
