timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,gps_lat,gps_lon,gps_alt,gps_accuracy,gps_speed,gps_course,pressure,altitude,roll,pitch,yaw
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
345120.986622,-0.01721655,1.28941659,-9.73590507,0.006375,0.000302,0.003721,-63.620651,115.017151,-188.931885,60.187683,24.830066,7.868891,2.072908,0.0,-1.0,100.469391,1.144119,-0.00175,-0.130621,-2.090877
