timestamp,x,y,theta,vx,vy,bias_accel_x,bias_accel_y,bias_angular_velocity,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,cov_trace
1755513296.8334503,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513296.8540668,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513296.8744435,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513296.8947823,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513296.915125,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513296.935457,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513296.9557884,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513296.9761367,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513296.9964724,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.0167885,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.037105,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.0574265,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.077736,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.0980518,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.1183665,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.138678,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.1589909,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.1793058,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.1996183,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.219958,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.2402766,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.260587,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.2808993,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
1755513297.3012035,0.0,0.0,0.0,0.0,0.0,-0.07751152576271186,-0.16940861288135595,0.004395050847457627,-0.07768539,-0.17558919000000003,-9.80206371,0.00436,2e-06,0.002835,3.13
